Data as of,Start week,End Week,HHS Region,State,Place of Death,Age group,All Deaths involving COVID-19 (U07.1),Deaths from All Causes,"Deaths involving Pneumonia, with or without COVID-19, excluding Influenza deaths
(J12.0–J18.9)","Deaths involving COVID-19 and Pneumonia, excluding Influenza (U07.1 and J12.0–J18.9)"
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,31,1688,38,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,112,3268,123,28
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,71,2439,111,24
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,79,2055,132,19
07/23/2020,02/01/2020,07/18/2020,6,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,53,1398,103,21
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Nursing home/longterm care facility,15-44 years,,107,11,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Nursing home/longterm care facility,45-64 years,52,1665,85,24
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Nursing home/longterm care facility,65-74 years,168,3644,206,62
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Nursing home/longterm care facility,75-84 years,330,7425,349,85
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Nursing home/longterm care facility,85 years and over,682,14083,690,162
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Other,0-14 years,,125,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Other,15-44 years,12,3019,20,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Other,45-64 years,25,2526,37,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Other,65-74 years,20,1421,37,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Other,75-84 years,29,1700,50,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Other,85 years and over,49,2486,88,14
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Place of death unknown,0-14 years,,44,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Place of death unknown,15-44 years,13,362,11,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Place of death unknown,45-64 years,62,1086,61,19
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Place of death unknown,65-74 years,61,989,95,32
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Place of death unknown,75-84 years,46,1146,70,21
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Place of death unknown,85 years and over,40,1189,73,20
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Decedent's home,0-14 years,,247,,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Decedent's home,15-44 years,45,3489,45,
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Decedent's home,45-64 years,162,12659,254,28
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Decedent's home,65-74 years,100,12917,253,20
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Decedent's home,75-84 years,97,14585,299,21
07/23/2020,02/01/2020,07/18/2020,6,Multiple,Decedent's home,85 years and over,103,13928,351,25
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Hospice facility,15-44 years,,62,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Hospice facility,45-64 years,,528,20,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Hospice facility,65-74 years,,803,39,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Hospice facility,75-84 years,,884,54,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Hospice facility,85 years and over,18,1129,80,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, dead on arrival",15-44 years,,11,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, dead on arrival",45-64 years,,20,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, dead on arrival",65-74 years,,12,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, dead on arrival",75-84 years,,10,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, inpatient",0-14 years,,344,10,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, inpatient",15-44 years,44,845,67,18
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, inpatient",45-64 years,307,3651,524,144
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, inpatient",65-74 years,365,4018,675,148
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, inpatient",75-84 years,350,4178,756,172
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, inpatient",85 years and over,356,3617,737,180
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,76,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,,504,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,24,933,33,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,11,704,24,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,12,623,34,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,,377,19,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Nursing home/longterm care facility,15-44 years,,45,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Nursing home/longterm care facility,45-64 years,31,878,35,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Nursing home/longterm care facility,65-74 years,88,1963,59,12
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Nursing home/longterm care facility,75-84 years,195,4353,174,32
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Nursing home/longterm care facility,85 years and over,428,9744,466,68
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Other,0-14 years,,31,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Other,15-44 years,,828,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Other,45-64 years,,704,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Other,65-74 years,,386,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Other,75-84 years,,432,14,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Other,85 years and over,13,779,24,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Place of death unknown,0-14 years,,11,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Place of death unknown,15-44 years,,120,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Place of death unknown,45-64 years,,416,12,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Place of death unknown,65-74 years,,436,20,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Place of death unknown,75-84 years,,502,22,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Place of death unknown,85 years and over,,724,26,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Decedent's home,0-14 years,,93,,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Decedent's home,15-44 years,,1232,25,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Decedent's home,45-64 years,31,4599,60,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Decedent's home,65-74 years,27,4800,88,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Decedent's home,75-84 years,18,4979,92,
07/23/2020,02/01/2020,07/18/2020,7,Multiple,Decedent's home,85 years and over,22,4680,134,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Hospice facility,15-44 years,,61,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Hospice facility,45-64 years,,413,26,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Hospice facility,65-74 years,,519,31,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Hospice facility,75-84 years,14,660,46,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Hospice facility,85 years and over,16,801,50,11
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, dead on arrival",15-44 years,,14,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, dead on arrival",45-64 years,,22,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, dead on arrival",65-74 years,,12,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, inpatient",0-14 years,,321,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, inpatient",15-44 years,44,718,74,20
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, inpatient",45-64 years,250,2311,382,146
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, inpatient",65-74 years,262,2395,475,159
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, inpatient",75-84 years,296,2493,549,175
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, inpatient",85 years and over,240,1975,432,152
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,65,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,,330,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,10,516,24,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,10,352,20,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,10,311,23,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,,188,13,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Nursing home/longterm care facility,15-44 years,,33,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Nursing home/longterm care facility,45-64 years,30,461,24,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Nursing home/longterm care facility,65-74 years,101,1229,100,35
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Nursing home/longterm care facility,75-84 years,213,2811,186,77
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Nursing home/longterm care facility,85 years and over,452,6305,407,148
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Other,0-14 years,,35,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Other,15-44 years,,861,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Other,45-64 years,,740,14,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Other,65-74 years,,340,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Other,75-84 years,,291,14,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Other,85 years and over,,336,11,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Place of death unknown,0-14 years,,16,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Place of death unknown,15-44 years,,109,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Place of death unknown,45-64 years,,214,11,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Place of death unknown,65-74 years,,260,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Place of death unknown,75-84 years,10,299,14,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Place of death unknown,85 years and over,,389,18,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Decedent's home,0-14 years,,85,,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Decedent's home,15-44 years,,1305,16,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Decedent's home,45-64 years,33,3272,84,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Decedent's home,65-74 years,27,3417,74,11
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Decedent's home,75-84 years,26,3666,94,
07/23/2020,02/01/2020,07/18/2020,8,Multiple,Decedent's home,85 years and over,31,3803,121,14
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Hospice facility,0-14 years,,12,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Hospice facility,15-44 years,,153,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Hospice facility,45-64 years,21,1108,42,14
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Hospice facility,65-74 years,43,1514,82,23
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Hospice facility,75-84 years,92,2172,151,38
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Hospice facility,85 years and over,104,2504,164,49
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, dead on arrival",15-44 years,,47,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, dead on arrival",45-64 years,,90,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, dead on arrival",65-74 years,,78,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, dead on arrival",75-84 years,,43,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, dead on arrival",85 years and over,,38,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, inpatient",0-14 years,,1017,23,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, inpatient",15-44 years,338,3228,501,206
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, inpatient",45-64 years,1711,12360,2552,1054
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, inpatient",65-74 years,1772,12340,3046,1145
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, inpatient",75-84 years,1909,13394,3606,1277
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, inpatient",85 years and over,1772,11743,3433,1122
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,265,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,31,1781,38,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,86,3018,138,29
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,65,2240,117,21
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,72,2032,141,30
07/23/2020,02/01/2020,07/18/2020,9,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,62,1655,181,31
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Nursing home/longterm care facility,15-44 years,,97,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Nursing home/longterm care facility,45-64 years,44,1546,66,16
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Nursing home/longterm care facility,65-74 years,131,2969,172,42
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Nursing home/longterm care facility,75-84 years,323,5342,328,114
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Nursing home/longterm care facility,85 years and over,693,12094,761,232
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Other,0-14 years,,85,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Other,15-44 years,10,3283,13,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Other,45-64 years,32,3530,63,16
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Other,65-74 years,32,2391,54,12
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Other,75-84 years,81,3927,130,29
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Other,85 years and over,197,7947,233,49
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Place of death unknown,0-14 years,,27,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Place of death unknown,15-44 years,,264,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Place of death unknown,45-64 years,69,734,81,44
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Place of death unknown,65-74 years,63,769,99,42
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Place of death unknown,75-84 years,59,900,87,39
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Place of death unknown,85 years and over,48,1189,87,29
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Decedent's home,0-14 years,,187,,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Decedent's home,15-44 years,36,3660,44,
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Decedent's home,45-64 years,154,12322,210,41
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Decedent's home,65-74 years,86,14090,196,16
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Decedent's home,75-84 years,109,17383,334,29
07/23/2020,02/01/2020,07/18/2020,9,Multiple,Decedent's home,85 years and over,134,22429,581,45
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Hospice facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Hospice facility,15-44 years,,40,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Hospice facility,45-64 years,,355,11,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Hospice facility,65-74 years,,547,26,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Hospice facility,75-84 years,,620,34,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Hospice facility,85 years and over,17,737,31,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, dead on arrival",0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, dead on arrival",15-44 years,,,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, dead on arrival",45-64 years,,17,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, dead on arrival",65-74 years,,,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, dead on arrival",75-84 years,,,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, dead on arrival",85 years and over,,,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, inpatient",0-14 years,,275,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, inpatient",15-44 years,24,700,52,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, inpatient",45-64 years,160,2828,430,90
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, inpatient",65-74 years,237,3244,542,135
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, inpatient",75-84 years,258,3374,552,150
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, inpatient",85 years and over,262,2824,522,156
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, outpatient or emergency room",0-14 years,,48,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, outpatient or emergency room",15-44 years,,211,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, outpatient or emergency room",45-64 years,,469,17,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, outpatient or emergency room",65-74 years,,393,16,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, outpatient or emergency room",75-84 years,,355,20,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,"Healthcare setting, outpatient or emergency room",85 years and over,,269,17,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Nursing home/longterm care facility,0-14 years,,,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Nursing home/longterm care facility,15-44 years,,34,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Nursing home/longterm care facility,45-64 years,14,449,18,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Nursing home/longterm care facility,65-74 years,61,1207,76,26
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Nursing home/longterm care facility,75-84 years,134,2587,139,54
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Nursing home/longterm care facility,85 years and over,244,5331,293,78
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Other,0-14 years,,24,,
07/23/2020,02/01/2020,07/18/2020,10,Multiple,Other,15-44 years,,731,,
